Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_DONT_MAP_MASTER;DTX_SECTIONSFIXED;DTX_ALPHA_MASK;DTX_FULLBRITE;Unknown;Surface Flag;Texture Group;Software Alpha Cutoff;Software Average Alpha;Unknown1;Unknown2;Unknown3;Unknown4;Unknown5;Unknown6;Unknown7;Unknown8;Light String
Blood2\SPRITETEXTURES\BLA3_07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_15.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_16.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_17.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_18.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_19.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_20.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_21.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_22.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_23.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_24.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_25.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_26.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_27.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_28.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_29.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_30.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLACK.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\BLALOOP1_01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;187;82;89;208;201;489;
Blood2\SPRITETEXTURES\BLALOOP1_02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;65;100;89;203;133;479;
Blood2\SPRITETEXTURES\BLALOOP1_03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;78;92;89;101;15;483;
Blood2\SPRITETEXTURES\BLALOOP1_04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;229;49;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;71;105;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;75;37;89;163;4;480;
Blood2\SPRITETEXTURES\BLALOOP1_07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;88;103;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;81;155;89;207;251;478;
Blood2\SPRITETEXTURES\BLALOOP1_09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;216;131;89;104;18;482;
Blood2\SPRITETEXTURES\BLALOOP1_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;207;134;86;22;135;471;
Blood2\SPRITETEXTURES\BLALOOP1_11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;224;96;89;130;253;479;
Blood2\SPRITETEXTURES\BLALOOP1_12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;245;45;89;246;11;482;
Blood2\SPRITETEXTURES\BLALOOP1_13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;162;44;89;100;31;484;
Blood2\SPRITETEXTURES\BLALOOP1_14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;25;173;89;62;134;480;
Blood2\SPRITETEXTURES\BLALOOP1_15.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;9;76;89;187;134;480;
Blood2\SPRITETEXTURES\BLALOOP1_16.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;131;46;89;203;133;479;
Blood2\SPRITETEXTURES\BLALOOP1_17.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;178;27;89;163;4;480;
Blood2\SPRITETEXTURES\BLALOOP1_18.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;229;49;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_19.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;229;49;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_20.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;221;45;89;203;133;479;
Blood2\SPRITETEXTURES\BLALOOP1_21.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;229;49;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_22.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;178;27;89;163;4;480;
Blood2\SPRITETEXTURES\BLALOOP1_23.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;78;92;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_24.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;229;49;89;58;137;480;
Blood2\SPRITETEXTURES\BLALOOP1_25.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;127;124;89;203;133;479;
Blood2\SPRITETEXTURES\BLALOOP1_26.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;85;34;89;30;141;481;
Blood2\SPRITETEXTURES\BLALOOP1_27.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;54;161;89;131;136;480;
Blood2\SPRITETEXTURES\BLALOOP1_28.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;101;93;89;18;26;482;
Blood2\SPRITETEXTURES\BLALOOP1_29.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;62;69;89;101;15;483;
Blood2\SPRITETEXTURES\BLALOOP1_30.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;74;12;86;22;135;471;
Blood2\SPRITETEXTURES\BLALOOP2_01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_15.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_16.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_17.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_18.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_19.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_20.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_21.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_22.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_23.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_24.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_25.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_26.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_27.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_28.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_29.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLALOOP2_30.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;148;43;26;248;210;110;
Blood2\SPRITETEXTURES\BLDGC1A.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1B.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1C.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1D.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1E.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1F.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1G.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1H.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1I.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1J.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1K.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1L.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1M.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1N.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1O.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLDGC1P.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;5;8;0;0;0;238;199;66;190;174;424;
Blood2\SPRITETEXTURES\BLOOD1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_2.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_3.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_4.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_5.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_6.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_7.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_8.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_9.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD32_10.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD64_1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD64_2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD64_3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD64_4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\BLOOD64_5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
